Sample	Endogenous_fraction	NO_MERGED_READS	DUP_rate	MEDIAN_SIZE	Log_Mean	Lambda	Lambda_R_squared	Lambda_p_value	X5P_DMG_POS1	X5P_DMG_R_squared	X5P_DMG_p_value	Sample_ID	Batch_no	Herbarium	Barcode	Genus	Species	Collection_date	Collection_day	Collection_month	Collection_year	Country	Province	District	Town_Village	Latitude_DD	Longitude_DD	Accuracy	Altitude_m	Tissue_weight_mg	DNA_concentration_QUANTUS_ng_ul	gDNA_DIN	Peak_size	LIB_concentration_tapestation_ng_ul	LIB_concentration_QUANTUS_ng_ul	3P_DMG_POS1	5P_other_freq	3P_other_freq
HRG0305_S6	24.2	8306	NA	43	3.76916763385866	0.0718197935426028	0.945132721418054	1.31751604838015e-87	0.0371900826446281	0.450025532406034	0.000453909350450452	HRG0305		RBGK	K001055162	Oryza	rufipogon	08/01/1945	8	1	1945	Brazil				-0.978226535	-62.91045299		NA	NA	NA	NA	NA	NA	NA	0.0382068262862965	0.0100889464979811	0.0115878719940033
HRG0306_S83	82.62	71282	NA	56	4.04624580841162	0.0369178739702842	0.981683725679777	4.70994311748709e-113	0.0160782743033701	0.402956351373913	0.00129639880491236	HRG0306		RBGK	K000001133	Oryza	latifolia	08/03/1983	8	3	1983	Brazil				-15.666667	-39.05		NA	NA	NA	NA	NA	NA	NA	0.017320879640577	0.00602506912033691	0.00552940331071679
HRG0307_S51	81.86	79078	NA	45	3.81812348345356	0.0697530099226334	0.98885716908784	1.61466877085617e-142	0.0383052527254708	0.711064009607186	1.22212747517156e-06	HRG0307		RBGK	K001055055	Oryza	latifolia	01/06/1944	1	6	1944	Brazil				-3.499007838	-45.26194511		NA	NA	NA	NA	NA	NA	NA	0.0384655586913348	0.00600642038407706	0.00567940170388399
HRG0308_S86	82.2	79955	NA	48	3.89036966659983	0.0550133909013322	0.992591094996161	7.01186003376298e-149	0.0112719982178659	0.675175855127746	3.85239255331194e-06	HRG0308		RBGK	K001055061	Oryza	latifolia	27/10/1987	27	10	1987	Brazil				3.433333	-61.733333		NA	NA	NA	NA	NA	NA	NA	0.0118809176984705	0.00421946936333044	0.00412235353117022
HRG0309_S24	60.3	26380	NA	44	3.81080977961628	0.0693297871972007	0.967893214781458	1.98090205514024e-106	0.0230876216968011	0.657326522335335	6.66463691642639e-06	HRG0309		RBGK	K001055059	Oryza	latifolia	17/04/1912	17	4	1912	Brazil				NA	NA		NA	NA	NA	NA	NA	NA	NA	0.0248670403909731	0.00624117555696296	0.00625250383977442
HRG0310_S88	82.27	55729	NA	56	4.06979720792096	0.0366572855375772	0.989235985116403	7.37201963076416e-126	0.0142943578883679	0.489889323057942	0.000274886725394378	HRG0310		RBGK	K001055060	Oryza	latifolia	11/11/2002	11	11	2002	Brazil				-23.75558355	-53.85284329		NA	NA	NA	NA	NA	NA	NA	0.0141328960724604	0.00509279103938829	0.00527775336076772
HRG0311_S85	87.23	779	NA	44	3.81856161579148	0.0465134732646903	0.738528695952151	6.86084220363561e-31	0.00829875518672199	0.0357374421511144	0.231297576655159	HRG0311		RBGK	K001055058	Oryza	latifolia	06/11/1985	6	11	1985	Brazil				-4.816667	-52.516664		NA	NA	NA	NA	NA	NA	NA	0.0133333333333333	0.00214686098654708	0.00313997456833088
HRG0312_S57	81.87	62983	NA	48	3.90110778288754	0.057849567218866	0.98687835125791	3.28249575315878e-124	0.0173215040135192	0.496772351622921	0.000249338210710353	HRG0312		RBGK	K001268757	Oryza	latifolia	26/02/1950	26	2	1950	Paraguay				NA	NA		NA	NA	NA	NA	NA	NA	NA	0.018971768971769	0.00575406089621722	0.00597588520924245
HRG0349_S16	79.43	21130	NA	40	3.69091106288174	0.0961533791547107	0.96550784335871	6.3600507563435e-97	0.0399167612561483	0.80640496679267	4.82977292644637e-08	HRG0349		NHMFR	MNHN-P-P02235711	Oryza	latifolia	1878	NA	NA	1878	Brazil				-2.97351	-68.84465		NA	NA	NA	NA	NA	NA	NA	0.0409690762261178	0.00621622993573456	0.00584524789260252
HRG0350_S20	93.32	57990	NA	35	3.56123147292942	0.110110477809395	0.956749739258318	1.09731166465433e-96	0.0281829691198327	0.853883371928779	5.01065516729992e-09	HRG0350		NHMFR	MNHN-P-P02235714	Oryza	latifolia	1901	NA	NA	1901	Colombia				11.24036	-74.21102		NA	NA	NA	NA	NA	NA	NA	0.0282330489447687	0.00484380360393763	0.00441038504268583
HRG0351_S19	95.48	41559	NA	40	3.70659097471406	0.0929247227675736	0.971363167089102	1.11171037718874e-110	0.0396797466127046	0.799923050141531	1.47172987128055e-07	HRG0351		NHMFR	MNHN-P-P02235715	Oryza	latifolia	1899	NA	NA	1899	Colombia				11.24036	-74.21102		NA	NA	NA	NA	NA	NA	NA	0.0427792915531335	0.00480530639059963	0.00451438260898765
HRG0352_S60	85.37	83314	NA	42	3.75032646509818	0.0878306609203878	0.987147043580083	3.2662091750801e-135	0.0285604013894249	0.797992918227178	4.67865411921715e-08	HRG0352		NHMFR	MNHN-P-P02235718	Oryza	latifolia	26/02/1950	26	2	1950	Paraguay				-22.28601	-57.94182		NA	NA	NA	NA	NA	NA	NA	0.0291329680841812	0.00707897110002263	0.00700733706442495
HRG0354_S64	84.1	43809	NA	50	3.93770862376111	0.0531081822734904	0.982387514175926	2.04815471266787e-119	0.0219737481769567	0.746945870632102	3.60693212940272e-07	HRG0354		NHMFR	MNHN-P-P02235720	Oryza	latifolia	19/03/1961	19	3	1961	Argentina				-35.58695	-70.75166		NA	NA	NA	NA	NA	NA	NA	0.0223352278392661	0.00586435099108778	0.00645773595291686
HRG0355_S17	86.45	34253	NA	38	3.64834168022067	0.108946648557441	0.968119313427779	6.76808506288185e-100	0.0298180223635168	0.527631916410578	0.000102594043890296	HRG0355		NHMFR	MNHN-P-P02235722	Oryza	latifolia	15/06/1883	15	6	1883	Paraguay				-25.58215	-57.09464		NA	NA	NA	NA	NA	NA	NA	0.031493317838466	0.0066865355218938	0.00649042896969027
HRG0356_S43	85.98	70791	NA	40	3.6841668862755	0.101698319704204	0.980480568123953	1.48286811178616e-127	0.0246895032051282	0.704756005561098	1.36855527254694e-06	HRG0356		NHMFR	MNHN-P-P02235723	Oryza	latifolia	11/10/1937	11	10	1937	Guyana				3.75	-59.3		NA	NA	NA	NA	NA	NA	NA	0.0291688177594218	0.00654378094170024	0.00650478997678398
HRG0357_S44	94.87	76920	NA	44	3.79636787915604	0.0656653312613342	0.988741631990105	3.79448057249381e-144	0.0175322527290771	0.779726425338836	1.05629383108803e-07	HRG0357		NHMFR	MNHN-P-P02235724	Oryza	latifolia	27/09/1939	27	9	1939	Ecuador				-0.9963	-77.81361		NA	NA	NA	NA	NA	NA	NA	0.0179725759059745	0.00395409370267687	0.00358279278670711
HRG0358_S15	84.78	59964	NA	35	3.5570383283076	0.127960184515257	0.969958854856765	3.39583706495807e-93	0.02800242064147	0.875998315758905	8.10706944868599e-10	HRG0358		NHMFR	MNHN-P-P02235725	Oryza	latifolia	19/03/1876	19	3	1876	Paraguay				-25.5667	-56.29229		NA	NA	NA	NA	NA	NA	NA	0.0302318923561409	0.00689858536660267	0.00673722697019964
HRG0359_S62	85.44	68458	NA	47	3.87103611158269	0.0676409322146958	0.986693435415981	1.42187571999042e-127	0.0225341929264325	0.788472290646395	7.82376553902186e-08	HRG0359		NHMFR	MNHN-P-P02235727	Oryza	latifolia	14/04/1955	14	4	1955	French Guiana				5.11313	-52.64258		NA	NA	NA	NA	NA	NA	NA	0.022977651872836	0.00574032612544517	0.00562255754479628
HRG0361_S10	78.95	28809	NA	38	3.6384996976904	0.100363128727606	0.973667031108743	1.68041392230885e-108	0.0436027593388	0.864204614648998	6.25321934438962e-09	HRG0361		NHMFR	MNHN-P-P02235729	Oryza	latifolia	15/05/3701	15	5	1801	Colombia				4.7835	-74.7879		NA	NA	NA	NA	NA	NA	NA	0.0413838988689288	0.00472116305925877	0.00405294625576766
HRG0362_S1	93.81	79010	NA	38	3.64995132407067	0.0948677043702265	0.980062684129481	5.00036513788817e-126	0.0317967847943867	0.856879486620121	5.97758266523786e-09	HRG0362		NHMFR	MNHN-P-P02235730	Oryza	latifolia	NA	NA	NA	NA	Puerto Rico				18.22042	-66.59007		NA	NA	NA	NA	NA	NA	NA	0.0353962091801781	0.00408596320701326	0.00353827692792029
HRG0363_S32	95.82	97904	NA	40	3.68836465805908	0.0847259350399199	0.987660298533667	3.76079758064697e-143	0.0129147036536751	0.814987905088341	2.39109889329221e-08	HRG0363		NHMFR	MNHN-P-P02235732	Oryza	latifolia	01/09/1922	1	9	1922	Cuba				20.7563	-77.03054		NA	NA	NA	NA	NA	NA	NA	0.0132302055770405	0.00350753243600614	0.00331962652031337
HRG0364_S9	93.87	46548	NA	43	3.80407182331198	0.0569810683543738	0.983333806961256	1.72016551989829e-133	0.043308395677473	0.837809264967622	2.62758320673643e-08	HRG0364		NHMFR	MNHN-P-P02235734	Oryza	latifolia	1797	NA	NA	1797	Puerto Rico				18.22083	-66.59015		NA	NA	NA	NA	NA	NA	NA	0.0427726120033812	0.0036070451040416	0.00377405086841535
HRG0365_S2	93.46	35018	NA	43	3.76622194671631	0.0706647385907037	0.975290237173791	3.18995711718779e-119	0.0395877254626376	0.771661991021284	2.67637614521573e-07	HRG0365		NHMFR	MNHN-P-P02235735	Oryza	latifolia	NA	NA	NA	NA	Virgin Islands				18.33809	-64.8941		NA	NA	NA	NA	NA	NA	NA	0.033926453143535	0.00352661222962499	0.00347431837226996
HRG0366_S3	93.42	27053	NA	40	3.70775639931325	0.0876092319635753	0.965221784218896	4.08517504334134e-109	0.0326611758023289	0.747272836340876	4.32113824925879e-07	HRG0366		NHMFR	MNHN-P-P02235736	Oryza	latifolia	NA	NA	NA	NA	Virgin Islands				18.33792	-64.89302		NA	NA	NA	NA	NA	NA	NA	0.034124194493263	0.00378922138051421	0.00372544806331862
HRG0367_S14	93.99	76751	NA	38	3.64643137353232	0.112499511523505	0.984316498908087	1.67500802860085e-125	0.0376387249114522	0.889709749840771	1.49241242493874e-09	HRG0367		NHMFR	MNHN-P-P02235737	Oryza	latifolia	1869	NA	NA	1869	Nicaragua				11.9344	-85.956		NA	NA	NA	NA	NA	NA	NA	0.0402120003889915	0.00389272654579456	0.00338907066943871
HRG0368_S4	94.13	48916	NA	44	3.80300713572098	0.0602039718308123	0.983940408974595	1.10635774120946e-134	0.0352665886678924	0.747073071543576	5.07026129762522e-07	HRG0368		NHMFR	MNHN-P-P02235739	Oryza	latifolia	NA	NA	NA	NA	Virgin Islands				18.33792	-64.89302		NA	NA	NA	NA	NA	NA	NA	0.0374989466588017	0.00378121788025984	0.00352104612923751
HRG0369_S5	92.66	46473	NA	41	3.73055970753808	0.0830279719571605	0.980294460277461	2.97884933637954e-127	0.0354028149555306	0.752989340834115	4.54716103822391e-07	HRG0369		NHMFR	MNHN-P-P02235741	Oryza	latifolia	NA	NA	NA	NA	Virgin Islands				18.3381	-64.8941		NA	NA	NA	NA	NA	NA	NA	0.0369539869046551	0.00385585246376028	0.00407821954614982
HRG0370_S95	70.75	47305	NA	45	3.81923508563734	0.0701224640068946	0.987427782841104	2.03521580311758e-125	0.0150991888201751	0.610335471311104	1.79627038491221e-05	HRG0370		NHMFR	MNHN-P-P02235742	Oryza	grandiglumis	15/05/1953	15	5	1953	Brazil				-3.20893308	-59.95893286		NA	NA	NA	NA	NA	NA	NA	0.0166652848022552	0.00304997814150176	0.00346960600941895
HRG0371_S96	29.14	19990	NA	43	3.76102349102397	0.0697008644112677	0.954146569669645	1.28592370685702e-99	0.0237154150197628	0.769923392157272	3.15726343063598e-07	HRG0371		NHMFR	MNHN-P-P02235743	Oryza	grandiglumis	16/04/1971	16	4	1971	Brazil				-7.5856	-72.9104		NA	NA	NA	NA	NA	NA	NA	0.0240885416666667	0.00397438326502332	0.00417568366131662
HRG0372_S97	96.29	54969	NA	47	3.85886209727444	0.0664734968510511	0.980464562644395	2.91330016768977e-111	0.0109638797336383	0.741544675955908	5.48457124271646e-07	HRG0372		NHMFR	MNHN-P-P02235744	Oryza	grandiglumis	13/05/1981	13	5	1981	Brazil				-3.08333	-59.91666		NA	NA	NA	NA	NA	NA	NA	0.0129184212404539	0.00210227737906063	0.00257617069186997
HRG0373_S98	96.44	55952	NA	48	3.88636766934133	0.0586198678858559	0.985320957988876	4.81555915991615e-121	0.00979961971624982	0.555283898130022	6.00728420512336e-05	HRG0373		NHMFR	MNHN-P-P02235745	Oryza	grandiglumis	04/05/1988	4	5	1988	Peru				-4.91667	-73.66666		120	NA	NA	NA	NA	NA	NA	0.0119001017771863	0.00224210531298263	0.00243923596753208
HRG0374_S99	87.65	94789	NA	40	3.68956729457345	0.0886658067779636	0.978360712574456	9.14280801998714e-127	0.0327589148609452	0.823943255048138	2.52613515724597e-08	HRG0374		NHMFR	MNHN-P-P02235747	Oryza	grandiglumis	NA	NA	NA	NA	Brazil				-15.79423	-47.88216		NA	NA	NA	NA	NA	NA	NA	0.0350282989438032	0.00361047820954107	0.00387309395945638
HRG0375_S100	85.11	30693	NA	46	3.83342372814731	0.070611899392747	0.968020835625517	1.47574243741188e-100	0.0177895533686601	0.68364911129132	3.79154988505573e-06	HRG0375		NHMFR	MNHN-P-P02235748	Oryza	grandiglumis	15/05/1953	15	5	1953	Brazil				-3.20893308	-59.95893286		NA	NA	NA	NA	NA	NA	NA	0.0199277785207971	0.00268760503745926	0.00280446965295343
HRG0378_S103	2.76	56	NA	21	3.19390052396483	0.0276953827261031	0.401741780163028	0.00203414789298218	0	NA	NA	HRG0378		NHMFR	MNHN-P-P02235756	Oryza	alta	26/04/1952	26	4	1952	Brazil				-0.820772994	-49.14993492		NA	NA	NA	NA	NA	NA	NA	0	0.0237179487179487	0.0366666666666667
HRG0379_S104	17.41	3077	NA	29	3.36413084560878	0.120592494909033	0.905082531953098	1.40839025748963e-39	0.0383771929824561	0.522663730175658	0.00013446738871795	HRG0379		NHMFR	MNHN-P-P02235757	Oryza	alta	04/06/1952	4	6	1952	Brazil				-10.736	-65.33312		NA	NA	NA	NA	NA	NA	NA	0.036144578313253	0.00785896254349885	0.00868761696221077
HRG0392_S57	91.46	28876	NA	40	3.72082676936633	0.0854065523836233	0.973613842070452	1.46829807370477e-115	0.015884476534296	0.616100199986282	1.78093112044137e-05	HRG0392		SIHUS	1614042	Oryza	alta	19/07/1934	19	7	1934	Brazil				-1.900271753	-55.52910437		NA	NA	NA	NA	NA	NA	NA	0.0188200149365198	0.00419283751320878	0.00386693444553671
HRG0393_S5	92.77	20193	NA	40	3.68314707510592	0.103278631484815	0.969627888700854	1.79228986247298e-97	0.0171474682267501	0.593958274957707	3.56932056265145e-05	HRG0393		SIHUS	1645889	Oryza	alta	20/07/1934	20	7	1934	Brazil				-1.900271753	-55.52910437		NA	NA	NA	NA	NA	NA	NA	0.0206646783127397	0.00423587201760848	0.0049519800074693
HRG0394_S25	90.8	41157	NA	61	4.12926216658044	0.02906646907541	0.954294344510621	2.74786824323673e-86	0.0133475191024277	0.245739899601539	0.0103606831779803	HRG0394		SIHUS	3262161	Oryza	grandiglumis	25/11/1986	25	11	1986	Bolivia				-16.1333	-62.0833		500	NA	NA	NA	NA	NA	NA	0.0135623869801085	0.00309303048673744	0.00290034939871285
HRG0395_S15	19.68	3338	NA	36	3.57319190827086	0.115301556721266	0.947948016823726	1.2307322955356e-66	0.030557219892151	0.850171125790478	1.8893135456325e-08	HRG0395		SIHUS	2205576	Oryza	grandiglumis	04/11/1954	4	11	1954	French Guiana				4.496691	-52.056793		NA	NA	NA	NA	NA	NA	NA	0.0368574199806014	0.0034455416307747	0.00310171143200053
HRG0396_S37	88	75255	NA	65	4.19377971418793	0.0230776320710054	0.977968807136125	6.13687951060683e-103	0.00875073817576636	0.435889314759977	0.000665136954270026	HRG0396		SIHUS	3456030	Oryza	grandiglumis	22/02/2002	22	2	2002	French Guiana				4.433	-52.083		2	NA	NA	NA	NA	NA	NA	0.0120074412311855	0.00265463565165471	0.00263881637887439
HRG0397_S38	86.61	84833	NA	57	4.06509716970723	0.0353308081513637	0.986787777067285	2.27877257588795e-118	0.0124761355059273	0.757815304916794	3.61457649449502e-07	HRG0397		SIHUS	3456056	Oryza	grandiglumis	17/06/1999	17	6	1999	French Guiana				4.43	-52.12		NA	NA	NA	NA	NA	NA	NA	0.014001508580049	0.00298984755120529	0.00310293565692592
HRG0398_S39	91.68	40579	NA	46	3.8646965540345	0.0480697889776019	0.98258730089727	1.47273778747459e-128	0.0125311332503113	0.59029061472359	2.42268107937689e-05	HRG0398		SIHUS	3455909	Oryza	grandiglumis	16/02/2000	16	2	2000	French Guiana				4.4418	-52.067		NA	NA	NA	NA	NA	NA	NA	0.0126991830461862	0.00461295699899373	0.00466189881049656
HRG0399_S13	91.41	28382	NA	43	3.74615020493692	0.101692498228609	0.962714552020671	7.34502111205581e-92	0.016229531951891	0.588473593164355	3.32695286071412e-05	HRG0399		SIHUS	3652877	Oryza	grandiglumis	14/05/1985	14	5	1985	Bolivia				-16.48	-61.63		450	NA	NA	NA	NA	NA	NA	0.0199470157394421	0.00327113565791474	0.00288218587318942
HRG0402_S6	92.37	3849	NA	41	3.70531407219676	0.0862692633054802	0.889477795906063	3.16713276589034e-47	0.0258192651439921	0.582556831459316	8.7796800568296e-05	HRG0402		SIHUS	1614040	Oryza	grandiglumis	19/07/1934	19	7	1934	Brazil				-1.900887946	-55.53387771		NA	NA	NA	NA	NA	NA	NA	0.022508038585209	0.00332699682316287	0.00316400031895551
HRG0403_S7	90.75	14076	NA	40	3.69550686925526	0.100797987819463	0.937980250084413	1.64388993445814e-75	0.0177304964539007	0.746901832133402	7.89221606842652e-07	HRG0403		SIHUS	1646031	Oryza	grandiglumis	20/07/1934	20	7	1934	Brazil				-1.900887946	-55.53387771		NA	NA	NA	NA	NA	NA	NA	0.0211097708082027	0.00261735488918184	0.00386999484237618
HRG0404_S1	90.07	63701	NA	50	3.92080360674899	0.067332031739749	0.978755841658839	1.40537593482738e-105	0.0324310013899001	0.833813298657831	1.10470031467885e-08	HRG0404		SIHUS	2463756	Oryza	grandiglumis	14/05/1956	14	5	1956	Brazil				-3.11	-60.03		NA	NA	NA	NA	NA	NA	NA	0.036979969183359	0.00369088133040132	0.00412201641679802
HRG0405_S16	91.07	979	NA	40	3.69687471843014	0.0770737175712992	0.787233621698529	1.40826671682254e-26	0.0226415094339623	0.0924402592365468	0.0914307874309995	HRG0405		SIHUS	2205746	Oryza	grandiglumis	19/11/1952	19	11	1952	Brazil				NA	NA		NA	NA	NA	NA	NA	NA	NA	0.0387931034482759	0.00343728417756627	0.00527655215884021
HRG0406_S8	93.26	17241	NA	41	3.70446952978212	0.095753494389073	0.96539485636766	1.23635127001294e-94	0.0271971795517502	0.828624022935913	2.24866706278577e-08	HRG0406		SIHUS	1869226	Oryza	grandiglumis	14/04/1943	14	4	1943	Brazil				-3.797972331	-55.51670549		NA	NA	NA	NA	NA	NA	NA	0.0330338266384778	0.00419406107354261	0.00482381097298539
HRG0407_S2	86.36	85449	NA	55	4.00793745337251	0.0518383602614128	0.983783471004186	4.66438954515609e-111	0.0167373992656526	0.695585801428386	2.03797944562825e-06	HRG0407		SIHUS	3095730	Oryza	grandiglumis	24/07/1973	24	7	1973	Brazil				NA	NA		NA	NA	NA	NA	NA	NA	NA	0.0194507432602671	0.00246318274463277	0.00240121799290921
HRG0408_S17	92.6	86887	NA	56	4.06489798494899	0.0384148793505407	0.990358291290521	7.15593397802132e-129	0.0134825519915404	0.689517653239693	2.53450210413129e-06	HRG0408		SIHUS	1935502	Oryza	grandiglumis	08/05/1948	8	5	1948	Peru				-3.72429316	-73.21394019		NA	NA	NA	NA	NA	NA	NA	0.0168379924647658	0.00249084289599993	0.00307636248536548
HRG0409_S9	92.99	2640	NA	38	3.63068731218462	0.0894221896259925	0.842189586209415	7.81777764047962e-36	0.0388513513513514	0.641677529157587	3.82857605376765e-05	HRG0409		SIHUS	1471224	Oryza	grandiglumis	29/03/1930	29	3	1930	Peru				-3.706873152	-73.24089776		120	NA	NA	NA	NA	NA	NA	0.0169491525423729	0.00434048549726304	0.00530218461642809
HRG0410_S14	94.81	15358	NA	40	3.69195522610924	0.0991225483775957	0.937667696440406	1.38139315877032e-76	0.0196923076923077	0.672240936168432	5.83455974400537e-06	HRG0410		SIHUS	2904570	Oryza	grandiglumis	20/07/1976	20	7	1976	Peru				-3.734888255	-73.22554665		NA	NA	NA	NA	NA	NA	NA	0.0218438805011243	0.00346662375105245	0.00325958936443903
HRG0411_S26	92.85	66601	NA	59	4.08813927249504	0.0394970504783258	0.970195411404728	1.84659797454345e-96	0.00967821174158683	0.760781610656027	2.75922758860762e-07	HRG0411		SIHUS	3350546	Oryza	grandiglumis	20/07/1994	20	7	1994	Peru				NA	NA		90	NA	NA	NA	NA	NA	NA	0.010689990281827	0.00316135090783297	0.00309629000061501
HRG0412_S27	88.9	43742	NA	57	4.06112963118184	0.0352287794652069	0.975044160357979	4.63157831499917e-106	0.0115643564356436	0.738830312834345	7.55365494275193e-07	HRG0412		SIHUS	3346561	Oryza	grandiglumis	20/07/1994	20	7	1994	Peru				NA	NA		90	NA	NA	NA	NA	NA	NA	0.0118514835073761	0.00303082572362613	0.00301379620875097
HRG0414_S18	88.02	17874	NA	55	4.03139857599187	0.0424348560976118	0.953914382680223	4.63015383035172e-86	0.0327762101150423	0.83584205937575	1.84136028517842e-08	HRG0414		SIHUS	2042776	Oryza	grandiglumis	05/11/1949	5	11	1949	Peru				NA	NA		45	NA	NA	NA	NA	NA	NA	0.0407971864009379	0.00269702377519087	0.00309790345639814
HRG0415_S10	93.76	18683	NA	62	4.14594257309012	0.0297329429358128	0.940364258501558	3.1120824609983e-80	0.0119396732299958	0.418254543692817	0.000773392608038999	HRG0415		SIHUS	1646033	Oryza	grandiglumis	19/07/1934	19	7	1934	Brazil				-1.900887946	-55.53387771		NA	NA	NA	NA	NA	NA	NA	0.0162675101671939	0.00196229963132853	0.00263201050908735
HRG0417_S73	92.65	11164	NA	37	3.63850593892045	0.0873048929735889	0.957357148241688	7.14056794514619e-89	0.0143435086428834	0.632083731689963	1.3455844600929e-05	HRG0417		SIHUS	2208873	Oryza	grandiglumis	21/07/1944	21	7	1944	Brazil				-1.454387078	-48.43838601		NA	NA	NA	NA	NA	NA	NA	0.0160183066361556	0.00493237841075142	0.00468036563473183
HRG0419_S49	93.05	66437	NA	57	4.06611506885933	0.0420376725420222	0.981622231390583	9.63145711016867e-108	0.0109320731082389	0.626942279506247	1.6163662718199e-05	HRG0419		SIHUS	1647653	Oryza	latifolia	19/03/1936	19	3	1936	Mexico				17.85	-93.3833		NA	NA	NA	NA	NA	NA	NA	0.0117766014393624	0.00187851128370486	0.00184091943084193
HRG0420_S37	91.77	67120	NA	48	3.90677110638699	0.0608128529716142	0.988916142400345	6.82739007226951e-133	0.00836320191158901	0.139864720909142	0.0511338923242344	HRG0420		SIHUS	1865646	Oryza	latifolia	25/07/1939	25	7	1939	Mexico				18.25	-92.0833		NA	NA	NA	NA	NA	NA	NA	0.0111090652427423	0.00361185444331554	0.00332912373613205
HRG0421_S49	94.76	23546	NA	38	3.65861552004412	0.104968901239977	0.949294892632021	8.50090383526656e-83	0.0166420118343195	0.637674405492453	1.24607219778062e-05	HRG0421		SIHUS	2380589	Oryza	latifolia	28/10/1960	28	10	1960	Mexico				15.4333	-93		NA	NA	NA	NA	NA	NA	NA	0.0144723618090452	0.00334370760779614	0.00290999898686625
HRG0422_S50	93.1	24243	NA	40	3.70096967279303	0.096202079335902	0.955451157403142	7.98312143093162e-98	0.0190083953746238	0.620559465889692	2.24859520122142e-05	HRG0422		SIHUS	1721987	Oryza	latifolia	10/07/1937	10	7	1937	Mexico				15.3333	-92.6333		NA	NA	NA	NA	NA	NA	NA	0.0173204279164544	0.00257139473391679	0.0028488894767256
HRG0423_S25	92.08	78397	NA	49	3.93200666185991	0.0496208377233987	0.990544801956756	1.33991841885451e-143	0.0153551856064523	0.717357463100508	1.25467008036417e-06	HRG0423		SIHUS	1274728	Oryza	latifolia	27/12/1925	27	12	1925	Mexico				15.1833	-92.6167		NA	NA	NA	NA	NA	NA	NA	0.0170524402630032	0.00215550386594428	0.00211756545334172
HRG0424_S50	96.08	25935	NA	42	3.76289381230444	0.0814202966106886	0.969284654422128	1.44695482616537e-111	0.0141021063905748	0.514870512828971	0.000134481734777311	HRG0424		SIHUS	2306820	Oryza	latifolia	15/07/1959	15	7	1959	Mexico				16.536167	-94.606956		50	NA	NA	NA	NA	NA	NA	0.0135382363702891	0.00282447493826099	0.00306407408789883
